review,rating,date,bank,source
"i am very disappointed with the dashin bank super app. the app does not allow me to withdraw 50 birr or can t transfer money and even i can t use it to buy airtime. this makes me feel like my 50 birr is no longer my money, but the bank s money, since i cannot access or use it freely. according to the national bank of ethiopia nbe , the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. dashin bank s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen Bank,Google Play
it is good apps but it needs strong network,5,2025-09-06,Dashen Bank,Google Play
very slow,3,2025-09-06,Dashen Bank,Google Play
the app doesn t allow to switch between accounts. why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen Bank,Google Play
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen Bank,Google Play
dashin mobile banking is become worest app like others ethiopian bank apps. amole was the best app ever i used. it was so flexible reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen Bank,Google Play
"the app has potential, but the qr payment feature is disappointing. the scanner doesn t work, and even though there s an option to select a qr code from the gallery, it doesn t function either. this makes paying with qr codes almost impossible. fixing this would really improve the app.",3,2025-09-04,Dashen Bank,Google Play
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen Bank,Google Play
great,5,2025-09-02,Dashen Bank,Google Play
super idiot app 1.it forced me to off many of my phone settings like developers option. 2.never works fastly. 3.it needs multiple click. 4. doesn t notify if received money many many more the worst mobile app ever expanded,1,2025-09-01,Dashen Bank,Google Play
good,2,2025-09-01,Dashen Bank,Google Play
dashin bank,5,2025-08-30,Dashen Bank,Google Play
muhaammad bakko,5,2025-08-30,Dashen Bank,Google Play
goog,5,2025-08-29,Dashen Bank,Google Play
un functional app,1,2025-08-29,Dashen Bank,Google Play
trnes far,5,2025-08-27,Dashen Bank,Google Play
excellent,5,2025-08-26,Dashen Bank,Google Play
shimalis,4,2025-08-25,Dashen Bank,Google Play
,3,2025-08-24,Dashen Bank,Google Play
excellent mobile banking digital,5,2025-08-24,Dashen Bank,Google Play
"excellent, and it s truly a super app!",5,2025-08-24,Dashen Bank,Google Play
nice app,4,2025-08-23,Dashen Bank,Google Play
very nice app,5,2025-08-23,Dashen Bank,Google Play
can t access as will if it s super and can t even access the service when you need it s a big failure,1,2025-08-22,Dashen Bank,Google Play
seche,1,2025-08-22,Dashen Bank,Google Play
very fast bank,5,2025-08-22,Dashen Bank,Google Play
good and well,5,2025-08-22,Dashen Bank,Google Play
what a bank it is,5,2025-08-22,Dashen Bank,Google Play
dashen super app contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen Bank,Google Play
great app,5,2025-08-20,Dashen Bank,Google Play
nic,5,2025-08-20,Dashen Bank,Google Play
easy to use and the best one,5,2025-08-17,Dashen Bank,Google Play
it is totally work of failure. i personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen Bank,Google Play
very good app,5,2025-08-16,Dashen Bank,Google Play
the worst banking app in ethiopia. it forces you to change your pin every three months.,1,2025-08-16,Dashen Bank,Google Play
,5,2025-08-15,Dashen Bank,Google Play
best but ussd is necessary,5,2025-08-15,Dashen Bank,Google Play
"one step forward, ethiopian bank and e commerce industry",5,2025-08-15,Dashen Bank,Google Play
still it s essay for user,4,2025-08-15,Dashen Bank,Google Play
"great app, unfortunately i struggle to use it from outside ethiopia. it tells me vpn enabled please disable vpn to continue using the app . and that s happening without any vpn enabled. i think i will need to switch back to cbe because i need access to my bank account globally.",1,2025-08-15,Dashen Bank,Google Play
"it was easy enough before. but now it won t even open , why? pls help if possible. the email address you provided under the app support also can t be found by gmail. pls respond.",3,2025-08-14,Dashen Bank,Google Play
good,5,2025-08-14,Dashen Bank,Google Play
"there are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen Bank,Google Play
,5,2025-08-14,Dashen Bank,Google Play
,1,2025-08-14,Dashen Bank,Google Play
best,5,2025-08-14,Dashen Bank,Google Play
great app,5,2025-08-13,Dashen Bank,Google Play
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen Bank,Google Play
ok,5,2025-08-13,Dashen Bank,Google Play
very poor and time taking to use,1,2025-08-13,Dashen Bank,Google Play
it is the best app ever i have seen dashen bank always one step a head!!!!,5,2025-08-13,Dashen Bank,Google Play
the new version is so good i like it,5,2025-08-13,Dashen Bank,Google Play
excellent,5,2025-08-13,Dashen Bank,Google Play
good,3,2025-08-13,Dashen Bank,Google Play
good,3,2025-08-12,Dashen Bank,Google Play
good job my dashen super app,5,2025-08-12,Dashen Bank,Google Play
some connection issues,3,2025-08-12,Dashen Bank,Google Play
verry slow app,1,2025-08-12,Dashen Bank,Google Play
best bauget app,5,2025-08-12,Dashen Bank,Google Play
its good but he said uptede me,2,2025-08-12,Dashen Bank,Google Play
network issue,1,2025-08-12,Dashen Bank,Google Play
,5,2025-08-12,Dashen Bank,Google Play
nice,5,2025-08-12,Dashen Bank,Google Play
fast and easy to use great app.,5,2025-08-12,Dashen Bank,Google Play
best performing and fast financial app,5,2025-08-12,Dashen Bank,Google Play
good,5,2025-08-12,Dashen Bank,Google Play
well done keep it up,5,2025-08-12,Dashen Bank,Google Play
good but it takes forever to load,3,2025-08-12,Dashen Bank,Google Play
"it s very good, but there are some things that need to be improved by speed receipt view to be competitive with the companies in the country, i.e.cbe telebirr.",4,2025-08-12,Dashen Bank,Google Play
my favorite,5,2025-08-11,Dashen Bank,Google Play
good app,5,2025-08-11,Dashen Bank,Google Play
good,5,2025-08-11,Dashen Bank,Google Play
"this is boring mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen Bank,Google Play
"improve the app, please. it is not working. it says response timeout",1,2025-08-10,Dashen Bank,Google Play
modern perfect app interface with the best banking tools,5,2025-08-09,Dashen Bank,Google Play
when i tried to open the app it re downloading something big 3gb 4gb size and after 3 hours late it will open. it s my experience very worst app it isn t lite app not works in every situation of networks.,1,2025-08-08,Dashen Bank,Google Play
"poor, glitch stack",1,2025-08-07,Dashen Bank,Google Play
slowest banking app ever used,3,2025-08-07,Dashen Bank,Google Play
good,1,2025-08-06,Dashen Bank,Google Play
good,5,2025-08-05,Dashen Bank,Google Play
dashen bank super app is the best app,5,2025-08-05,Dashen Bank,Google Play
best,5,2025-08-02,Dashen Bank,Google Play
would most likely rate it even less but it does have it s perks. but for the most part the whole app is filled with bugs and it stops being responsive almost everytime. besides some new features and the new ui design i most definitely prefer the old amole version. either fix this mess or bring back amole,2,2025-08-01,Dashen Bank,Google Play
sometimes is not working to be honest,1,2025-08-01,Dashen Bank,Google Play
ok,4,2025-08-01,Dashen Bank,Google Play
very good app,5,2025-07-30,Dashen Bank,Google Play
why isn t this app working?,5,2025-07-29,Dashen Bank,Google Play
network error,5,2025-07-29,Dashen Bank,Google Play
fast,5,2025-07-29,Dashen Bank,Google Play
100 good,5,2025-07-29,Dashen Bank,Google Play
ok,5,2025-07-29,Dashen Bank,Google Play
good,5,2025-07-28,Dashen Bank,Google Play
it stop working most of the time.,2,2025-07-28,Dashen Bank,Google Play
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can t open it if u have solution s pls help me kindly tnx,1,2025-07-28,Dashen Bank,Google Play
wow,5,2025-07-26,Dashen Bank,Google Play
best app,5,2025-07-25,Dashen Bank,Google Play
"simple for usage and well designed, attractive in its visual design, always one step ahead",5,2025-07-24,Dashen Bank,Google Play
amazing product,5,2025-07-23,Dashen Bank,Google Play
"this app is not good and compatible with other ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen Bank,Google Play
ok,5,2025-07-22,Dashen Bank,Google Play
like it,5,2025-07-22,Dashen Bank,Google Play
great always one step ahead and most reliable bank,5,2025-07-22,Dashen Bank,Google Play
u need to start cash out service,4,2025-07-22,Dashen Bank,Google Play
all in one super app,5,2025-07-21,Dashen Bank,Google Play
fayla,5,2025-07-20,Dashen Bank,Google Play
the app even in its first phase is too far one step booster that enables a user to perform a seamless banking service with multi step security features at his her comfort zone. it really assured that dashen bank is living the logo always one step ahead,5,2025-07-20,Dashen Bank,Google Play
app,5,2025-07-19,Dashen Bank,Google Play
"best app .. good job, dashen bank",5,2025-07-16,Dashen Bank,Google Play
good application,5,2025-07-15,Dashen Bank,Google Play
excellent app ...,5,2025-07-15,Dashen Bank,Google Play
the worst app i have ever seen,1,2025-07-14,Dashen Bank,Google Play
very good compared to amole!,5,2025-07-13,Dashen Bank,Google Play
"while it s very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen Bank,Google Play
,5,2025-07-12,Dashen Bank,Google Play
nice,5,2025-07-12,Dashen Bank,Google Play
great application,5,2025-07-12,Dashen Bank,Google Play
very nice app,4,2025-07-11,Dashen Bank,Google Play
i am entreated app.,5,2025-07-09,Dashen Bank,Google Play
cannot list the number of bugs with this pile of human waste. the absolute worst banking app i have ever used. 50 steps backwards. do not recommend.,1,2025-07-02,Dashen Bank,Google Play
best app with best bank,5,2025-07-02,Dashen Bank,Google Play
alway slow loading,1,2025-06-30,Dashen Bank,Google Play
best,5,2025-06-29,Dashen Bank,Google Play
good,5,2025-06-27,Dashen Bank,Google Play
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen Bank,Google Play
nice,5,2025-06-26,Dashen Bank,Google Play
ethiopian amazing s dashen bank,3,2025-06-25,Dashen Bank,Google Play
"it s an unpredictable app, i can t make transactions, and now i can t even get the otp! so it s going from bad to worse! thank goodness the amole dashen app still exists.",1,2025-06-25,Dashen Bank,Google Play
nice app but limit up to max 600000,5,2025-06-24,Dashen Bank,Google Play
wow,5,2025-06-22,Dashen Bank,Google Play
super,5,2025-06-21,Dashen Bank,Google Play
"i would be happy if i got a withdraw system in the application. otherwise, everything is fine for me",4,2025-06-18,Dashen Bank,Google Play
nice app but transaction limet not enough,5,2025-06-17,Dashen Bank,Google Play
"it s an amazing application to use bank transactions in ethiopia and it s so friendly btw, but need to ck that account link when we lost our mobile it s ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen Bank,Google Play
incredible,5,2025-06-14,Dashen Bank,Google Play
perfect,4,2025-06-14,Dashen Bank,Google Play
dashen bank my choice,4,2025-06-13,Dashen Bank,Google Play
very simple and user friendly app thank you dashen bank,5,2025-06-12,Dashen Bank,Google Play
wow,5,2025-06-12,Dashen Bank,Google Play
very good .,5,2025-06-09,Dashen Bank,Google Play
wow,5,2025-06-09,Dashen Bank,Google Play
i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play
love,3,2025-06-06,Dashen Bank,Google Play
,5,2025-06-03,Dashen Bank,Google Play
wow,5,2025-06-03,Dashen Bank,Google Play
gadaa,5,2025-06-01,Dashen Bank,Google Play
massive upgrade from the amole app.,5,2025-05-31,Dashen Bank,Google Play
good,4,2025-05-31,Dashen Bank,Google Play
very good for this app,5,2025-05-31,Dashen Bank,Google Play
top,5,2025-05-31,Dashen Bank,Google Play
this app better than amole . but the biometric on new update doesn t work,4,2025-05-31,Dashen Bank,Google Play
wow,5,2025-05-30,Dashen Bank,Google Play
good,5,2025-05-30,Dashen Bank,Google Play
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play
it too slow,3,2025-05-29,Dashen Bank,Google Play
,4,2025-05-28,Dashen Bank,Google Play
,5,2025-05-28,Dashen Bank,Google Play
good,5,2025-05-28,Dashen Bank,Google Play
nice application,5,2025-05-27,Dashen Bank,Google Play
good,5,2025-05-27,Dashen Bank,Google Play
wow,5,2025-05-27,Dashen Bank,Google Play
useless app ever loading take long,1,2025-05-27,Dashen Bank,Google Play
"game changer app! dashen bank super app is fast, secure, and easy to use. the three click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",5,2025-05-26,Dashen Bank,Google Play
very useful app,1,2025-05-26,Dashen Bank,Google Play
"simple, robust features? yes, please! but the endless loading screen killed the fun i couldn t use it for days. fix the glitch, and i ll yeet a higher rating!",2,2025-05-26,Dashen Bank,Google Play
wawww,5,2025-05-24,Dashen Bank,Google Play
very nice,5,2025-05-23,Dashen Bank,Google Play
its best,5,2025-05-23,Dashen Bank,Google Play
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play
"the best of best is now arrived empowering your financial freedom experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere! innovation meets convenience dashen bank mobile banking where innovation meets convenience. secure and reliable bank with confidence",5,2025-05-22,Dashen Bank,Google Play
wow,5,2025-05-20,Dashen Bank,Google Play
nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play
good,5,2025-05-20,Dashen Bank,Google Play
its best,5,2025-05-19,Dashen Bank,Google Play
the best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play
its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,3,2025-05-18,Dashen Bank,Google Play
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play
wo app,5,2025-05-17,Dashen Bank,Google Play
transferring to other bank accounts is a hastle and inconvenient .get used to seeing please try again,2,2025-05-17,Dashen Bank,Google Play
good,5,2025-05-16,Dashen Bank,Google Play
always lagging,1,2025-05-16,Dashen Bank,Google Play
amazing application...,5,2025-05-16,Dashen Bank,Google Play
fantastic,5,2025-05-16,Dashen Bank,Google Play
"dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play
its my choice,5,2025-05-15,Dashen Bank,Google Play
wow apo,5,2025-05-15,Dashen Bank,Google Play
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play
wow,5,2025-05-14,Dashen Bank,Google Play
,5,2025-05-14,Dashen Bank,Google Play
"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play
game changer,5,2025-05-13,Dashen Bank,Google Play
totally amazing,5,2025-05-13,Dashen Bank,Google Play
super,5,2025-05-13,Dashen Bank,Google Play
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play
good,4,2025-05-13,Dashen Bank,Google Play
nice,5,2025-05-13,Dashen Bank,Google Play
wow,5,2025-05-13,Dashen Bank,Google Play
"to be honest, best banking and lifestyle app in ethiopia.",5,2025-05-12,Dashen Bank,Google Play
fast,5,2025-05-12,Dashen Bank,Google Play
"a must have, seamless, all in one digital platform db superapp ! keep living your motto always one step ahead",5,2025-05-12,Dashen Bank,Google Play
good,5,2025-05-09,Dashen Bank,Google Play
amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play
its the best ever,5,2025-05-09,Dashen Bank,Google Play
nice,5,2025-05-08,Dashen Bank,Google Play
excellent game changer app,5,2025-05-08,Dashen Bank,Google Play
i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play
