review,rating,date,bank,source,sentiment_label,sentiment_score,keywords,identified_theme
very good app,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998675584793091,very good app,Feature / Others
best,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
jabirabdala,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9328044652938843,jabirabdala,Feature / Others
unfair cost of transportations... what a shame!!!,1,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997835755348206,"unfair cost, transportations, what a shame",Feature / Others
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9977512955665588,"i, it, a good app, i, one more comment, the app, the balance, real time, this issue, example, someone, money, the receiver's app, it, the user, an update, the current balance",Feature / Others
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996813535690308,"waw, i, my strong bank, a remote location, ecuatorial guinea, mewolid mubarak cbe",User Interface & Experience
zinaa Ahmed,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.924660325050354,zinaa ahmed,Feature / Others
absolutely excellent,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998593330383301,,Feature / Others
nice,4,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
Good,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
amazing app,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998670816421509,amazing app,Feature / Others
perfect and easy,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998718500137329,,Feature / Others
fastest,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999160885810852,,Feature / Others
good,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
My account is not working,4,2025-09-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997815489768982,my account,Account Access Issues
The recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999637246131897,"the recent update, android",Feature / Others
topp,5,2025-09-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9706206321716309,topp,Feature / Others
very good,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
I appreciate it,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999839186668396,"i, it",Feature / Others
v.good app,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9952701926231384,v.good app,Feature / Others
Nice,4,2025-08-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8987875580787659,sahib amin,Feature / Others
installi,5,2025-08-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9575467109680176,installi,Feature / Others
good,5,2025-08-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998751878738403,very good apps,Feature / Others
👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970565915107727,,Feature / Others
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997796416282654,"the app, it, ur phone, u, it, it",Feature / Others
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9962132573127747,"i, you, some feedback, current update, some button, example, my recent txn, it, some txn, becouse, this, i, users, this app, maily merchants, those, the txn, all the bank, i, cbe, my bank",Feature / Others
tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.715971827507019,tinishu titiba,Feature / Others
"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995421171188354,"great interface, g",User Interface & Experience
Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9227678775787354,yuuuuu,Feature / Others
I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997764229774475,"i, it",Feature / Others
"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9981263279914856,"very useful app, we, cbe",Feature / Others
woooow,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9561602473258972,woooow,Feature / Others
Redmi,1,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9882866740226746,,Feature / Others
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.932232677936554,ነገር ግን,Feature / Others
kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9943663477897644,kamil aweil,Feature / Others
nice,3,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6754571199417114,"your next update, you, night mode future",Feature / Others
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994266033172607,"simplest features, telebirr super app, cbe, that, i, the other bank, its beautiful power, lead, a result, i, cbe, others, its service provision, ethical principles, practice, customers, existence, constraints, challenges, burglary, froudalent hacker, you",Customer Support
mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9957265853881836,"you, you, other banks",Feature / Others
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9938229322433472,"transfer, other bank, the mony, not deliverd",Transaction Performance
good app,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078,good app,Feature / Others
let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9973037242889404,"us, you, the app",Feature / Others
excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997768998146057,,Feature / Others
amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9881718754768372,,Feature / Others
love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998753070831299,it,Feature / Others
yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994988441467285,it,Feature / Others
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994227886199951,"a great update, thanks, the system, customization department",Feature / Others
this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998302459716797,this app,Feature / Others
I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998801946640015,i,Feature / Others
good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9847295880317688,"i, critical problems",Feature / Others
excellent,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998434782028198,,Feature / Others
ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7850590348243713,ጤና ከድረ,Feature / Others
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999581515789032,"the connection, bank, the app, lag relationship, this",Feature / Others
I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.99432772397995,"i, mobail banking password",Account Access Issues
nice app,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998061060905457,nice app,Feature / Others
Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998352527618408,you,Feature / Others
muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9458082318305969,muktaar abraahim,Feature / Others
🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8484408259391785,,Feature / Others
why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9931118488311768,"it, pin, 6 digits, that",Feature / Others
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997283816337585,"ethiopia, you, your txn record",Feature / Others
i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999653697013855,"i, it",Feature / Others
good,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994633793830872,"the app, some issues, i, i, funds, my telebirr wallet, we, a place, we, our contacts, we, money, update, i",Feature / Others
best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996281862258911,best app,Feature / Others
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9990184307098389,"data, the update, telebirr",Feature / Others
List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.6906006336212158,"list, transactions, months, years",Transaction Performance
transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997877478599548,"money, telebirr",Feature / Others
I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9943022727966309,"i, this app, there service fee, highl",Feature / Others
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9872555732727051,"አዲሱ, update, አይደለም",Feature / Others
this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9990196228027344,"this application, all transaction history",Transaction Performance
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9775184988975525,"this app, statment history, very shiort atlist, 15 days",Feature / Others
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994884729385376,"this app, i, it, it, password, i, it, the new password, i, it",Account Access Issues
best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997896552085876,,Feature / Others
🙏👍,5,2025-11-29,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,🙏,Feature / Others
Very Good,5,2025-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
goof,5,2025-11-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9975278973579407,goof,Feature / Others
good!,5,2025-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.9998268485069275,,Feature / Others
good jop,5,2025-11-27,Bank of Abyssinia,Google Play,POSITIVE,0.9998409748077393,good jop,Feature / Others
bad exprience...it is so crushed,1,2025-11-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9998053908348083,it,Feature / Others
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9997656941413879,"it, a huge connectivity, many times, 😑😑😑",Feature / Others
ምንም የማይ ሰራ,1,2025-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.8337252736091614,ምንም የማይ,Feature / Others
very good,5,2025-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997636675834656,the time,Feature / Others
good service,5,2025-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998499155044556,good service,Feature / Others
not use for me,3,2025-11-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9953739047050476,me,Feature / Others
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9968326687812805,"it, me, developer options, i, another type, problem, new updates",Feature / Others
waw,5,2025-11-21,Bank of Abyssinia,Google Play,NEGATIVE,0.7346178889274597,waw,Feature / Others
the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9983174800872803,"the lag, you, it",Feature / Others
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Bank of Abyssinia,Google Play,NEGATIVE,0.999693751335144,"i, i, the problem, the company, it, no body, business, this kind, app",Feature / Others
it is a good app,5,2025-11-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998643398284912,"it, a good app",Feature / Others
it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997811913490295,it,Feature / Others
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play,POSITIVE,0.8251601457595825,"🥰🥰🥰🥰🥰 app, i, i, my otp code, it, me, my code, it, the app, it, that, i, it",Feature / Others
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9952510595321655,"the app, it, it, two days",Feature / Others
fast and simple,5,2025-11-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997392296791077,,Feature / Others
best of best,5,2025-11-10,Bank of Abyssinia,Google Play,POSITIVE,0.9997496008872986,,Feature / Others
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9993888139724731,"worest banking app, i, fake app",Feature / Others
good,4,2025-11-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9947029948234558,"i, feedback, the application, it, disruptions, this issue, workflow, efficiency, this problem, smoother performance",Feature / Others
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.8848855495452881,"you, i, functional.helping.welldoingwith boa ethiopia, thanks",Customer Support
best app,5,2025-11-08,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,best app,Feature / Others
Best app,5,2025-11-07,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,best app,Feature / Others
"Barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9997532963752747,it,Feature / Others
my fav app,5,2025-11-07,Bank of Abyssinia,Google Play,POSITIVE,0.9846561551094055,my fav app,Feature / Others
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9977949857711792,"dozen bugs, addition, it, long time, update",Feature / Others
very nice,5,2025-11-04,Bank of Abyssinia,Google Play,POSITIVE,0.9998563528060913,,Feature / Others
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9985816478729248,"your application, use, some functionality, the card management, you, this, other banking applications",Feature / Others
I like,5,2025-11-02,Bank of Abyssinia,Google Play,POSITIVE,0.9998149275779724,i,Feature / Others
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9608768820762634,,Feature / Others
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9083430767059326,"i, it, my android, it, other bank",Feature / Others
"the worst app ever,",1,2025-10-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9997932314872742,the worst app,Feature / Others
better,5,2025-10-29,Bank of Abyssinia,Google Play,POSITIVE,0.999264657497406,,Feature / Others
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Bank of Abyssinia,Google Play,NEGATIVE,0.99928218126297,"i, bank, abyssinia address, its mobile app, it, numerous problems, downtime, the user experience, you",Feature / Others
this app can't open? what is problem? please solve my problem?,1,2025-10-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9996218681335449,"this app, what, problem, my problem",Feature / Others
kiyaa makonn,5,2025-10-27,Bank of Abyssinia,Google Play,POSITIVE,0.7175909876823425,kiyaa makonn,Feature / Others
very very lazy app,1,2025-10-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9996856451034546,,Feature / Others
telebirr remittance,5,2025-10-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9799609780311584,telebirr remittance,Feature / Others
The best bank in 🇪🇹,5,2025-10-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998179078102112,"the best bank, 🇪, 🇹",Feature / Others
its good,5,2025-10-22,Bank of Abyssinia,Google Play,POSITIVE,0.9998385906219482,its good,Feature / Others
the worst app in my financial experience.,1,2025-10-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9997914433479309,"the worst app, my financial experience",Feature / Others
good for mb appliciation,5,2025-10-21,Bank of Abyssinia,Google Play,POSITIVE,0.9943337440490723,mb appliciation,Feature / Others
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9997623562812805,"the worst bank, dual sim, they",Feature / Others
try to easy network,4,2025-10-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9987332224845886,to easy network,Feature / Others
hussen hassen umer,5,2025-10-16,Bank of Abyssinia,Google Play,POSITIVE,0.8681215047836304,"hussen, umer",Feature / Others
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9988431930541992,"the app, a large bank, you, your app, a professional ui, that",User Interface & Experience
an exceptional banking app.,5,2025-10-16,Bank of Abyssinia,Google Play,POSITIVE,0.9997233748435974,,Feature / Others
alhamdulilah,5,2025-10-11,Bank of Abyssinia,Google Play,POSITIVE,0.8558264374732971,alhamdulilah,Feature / Others
poor,5,2025-10-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997912049293518,,Feature / Others
Best of best,5,2025-10-09,Bank of Abyssinia,Google Play,POSITIVE,0.9997496008872986,,Feature / Others
from the last week updates the app is not working Please check the problems,1,2025-10-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9996919631958008,"the last week, the app, the problems",Feature / Others
It's always crushing,1,2025-10-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9993805885314941,it,Feature / Others
office branches have to improve their services please,4,2025-10-07,Bank of Abyssinia,Google Play,POSITIVE,0.6649660468101501,"office branches, their services",Feature / Others
♥️♥️,5,2025-10-05,Bank of Abyssinia,Google Play,POSITIVE,0.9437572360038757,,Feature / Others
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9988381266593933,"it, i, this, boa, you, many customers, this, i, money",Customer Support
it needs a timely update,5,2025-10-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9983032941818237,"it, a timely update",Feature / Others
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997054934501648,"it, the name, the person, who, the money, a receipt, this, us, different people, the same amount, me, different banks, it, the account, the name, the sender",Account Access Issues
Like,5,2025-10-01,Bank of Abyssinia,Google Play,POSITIVE,0.9910564422607422,,Feature / Others
I can't type my otp on it.,1,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9990899562835693,"i, my otp, it",Feature / Others
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9977109432220459,"bank apps, ethiopia, ethiopian phone number, i, us, i, boa account, i, them, i, it, email address, phone #, ethio phone number, i, my fear, i, my phone device, it, the code, the ethio number, which, me, u, bank apps, the diaspora community, ur apps",Account Access Issues
jaajja,4,2025-09-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9872855544090271,jaajja,Feature / Others
I love this bank the best experience ever.,5,2025-09-28,Bank of Abyssinia,Google Play,POSITIVE,0.9998602867126465,"i, this bank, the best experience",Feature / Others
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997023940086365,"nothing, it, the previous version",Feature / Others
easy and fast,5,2025-09-24,Bank of Abyssinia,Google Play,POSITIVE,0.9995583891868591,,Feature / Others
Great,5,2025-09-20,Bank of Abyssinia,Google Play,POSITIVE,0.9998630285263062,,Feature / Others
mobile banking,5,2025-09-19,Bank of Abyssinia,Google Play,POSITIVE,0.9076532125473022,mobile banking,Feature / Others
very good,5,2025-09-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
😎,5,2025-09-18,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,😎,Feature / Others
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9918755292892456,"alot, connection, device, very lug, connection",Feature / Others
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9964402318000793,"my ios, it, it, a while, it, the issue, my beloved bank, abyssinia",Feature / Others
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9995414018630981,"the last update, i, the app, a lot, very slow opening, loading",Transaction Performance
none,5,2025-09-14,Bank of Abyssinia,Google Play,NEGATIVE,0.985345721244812,none,Feature / Others
good,2,2025-09-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
good,5,2025-09-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
very good app i ever used,5,2025-09-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998385906219482,i,Feature / Others
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9979867935180664,"its nice app, we, the activation stage, smsng mobile phone, this",Feature / Others
zedo,5,2025-09-11,Bank of Abyssinia,Google Play,POSITIVE,0.994045615196228,zedo,Feature / Others
please open my mobile app,5,2025-09-10,Bank of Abyssinia,Google Play,POSITIVE,0.9873003363609314,my mobile app,Feature / Others
it doesn't open,1,2025-09-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9997527003288269,it,Feature / Others
Very Good,5,2025-09-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
masha alla,5,2025-09-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9514626860618591,masha alla,Feature / Others
Best banking transaction application in Ethiopia !,5,2025-09-05,Bank of Abyssinia,Google Play,POSITIVE,0.9996905326843262,ethiopia,Feature / Others
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Bank of Abyssinia,Google Play,NEGATIVE,0.5818164348602295,"الله, تبارك",Feature / Others
tamaam kamal,1,2025-09-04,Bank of Abyssinia,Google Play,POSITIVE,0.9918873906135559,tamaam kamal,Feature / Others
በጣም ሐሪፍ,5,2025-09-03,Bank of Abyssinia,Google Play,NEGATIVE,0.7850590348243713,በጣም ሐሪፍ,Feature / Others
great 👍,5,2025-09-02,Bank of Abyssinia,Google Play,POSITIVE,0.9997692704200745,,Feature / Others
goof,4,2025-09-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9975278973579407,goof,Feature / Others
absiniya banki,5,2025-08-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9083040952682495,absiniya banki,Feature / Others
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9996929168701172,"issue, installation, i, it, tecno",Feature / Others
One of the best in this business,5,2025-08-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998694658279419,this business,Feature / Others
Excellent,5,2025-08-20,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,,Feature / Others
besat🥰,5,2025-08-19,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,besat,Feature / Others
unlimited experience,5,2025-08-18,Bank of Abyssinia,Google Play,POSITIVE,0.9997161030769348,unlimited experience,Feature / Others
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9991239905357361,"bank, u, someone, their job, this, a joke, i, it, u, the app, i, this review, i, u boa update, they, it, suggestion, u, password, final step, money, it",Account Access Issues
